Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
3,16,Faria Lima,-23.5675,-46.6929,39,54860,17,79,7,REABASTECER,24,2018-7-2,47,ab2152e91514a4aa047a908e5dae274a,1-be3246a7f88c4e3ecdfd453e2549877f,8102
30,32,Paraíso,-23.57677,-46.63933,37,72089,59,55,7,NORMAL,32,2019-5-28,46,ab23ddf2def7d989a1e5bf6701373a78,1-a516ca04e4a0b9aba2805f73d3315e67,508
43,29,Paraíso,-23.57677,-46.63933,43,70268,65,86,38,NORMAL,28,2019-9-30,49,ab23ddf2def7d989a1e5bf67014d0666,1-9a0bcf46e6bd73f33e0479fd5d48c51b,630
4,21,Paraíso,-23.57677,-46.63933,5,73683,62,58,8,REABASTECER,43,2019-10-21,26,ab23ddf2def7d989a1e5bf67014d1169,1-df272407b7e1506c6531773237bada36,651
17,19,Brigadeiro,-23.5683,-46.6482,37,46102,46,44,35,NORMAL,35,2018-2-19,60,ab23ddf2def7d989a1e5bf67014da2b1,1-707fae4e7de03566df7366e8ec3ff1ea,769
23,32,Brigadeiro,-23.5683,-46.6482,35,47905,44,86,40,NORMAL,20,2018-3-21,14,ab23ddf2def7d989a1e5bf67014de66c,1-128f2f785c275145e9700e60a9e14599,801
29,8,Brigadeiro,-23.5683,-46.6482,37,47814,12,40,43,NORMAL,16,2018-5-1,42,ab23ddf2def7d989a1e5bf67015c25f3,1-9ec81eb8b049490e55836a76c993cc1e,841
20,30,Brigadeiro,-23.5683,-46.6482,33,49616,65,31,25,NORMAL,32,2018-8-9,26,ab23ddf2def7d989a1e5bf6701c0296e,1-cf762db4875116ddb893e32c4f42c763,939
12,4,Brigadeiro,-23.5683,-46.6482,8,47975,57,6,10,REABASTECER,16,2019-5-17,50,ab23ddf2def7d989a1e5bf6701fde579,1-a99de4191a7950634d46f0255b97b4bf,1217
23,19,Vila Mariana,-23.5895,-46.6346,40,23208,65,57,37,NORMAL,20,2018-10-9,65,ab2e15109ad91daf468af5be1ea0ea31,1-8fc23de423833d0decb8b9cef487f981,13959
27,7,Vila Mariana,-23.5895,-46.6346,27,23107,47,37,25,NORMAL,21,2019-7-28,16,ab2e15109ad91daf468af5be1ea2d262,1-93d9f6e0e896ae98bc90ef0dde395d02,14248
11,19,Brooklin,-23.6263,-46.6878,41,28239,44,86,43,REABASTECER,3,2018-4-20,60,ab2e15109ad91daf468af5be1efc3932,1-7249bc21bae2f944ace6dd04d1db33d2,14510
22,37,Butantã,-23.5844,-46.7252,34,66572,49,29,43,NORMAL,28,2018-12-9,14,ab2e3ff4ed9f6fe84fc234bbe8d029e5,1-338ffbcf74cb3f5c588b1e8f5c075e87,9699
23,37,Fradique Coutinho,-23.5661,-46.6841,32,33150,53,66,27,NORMAL,26,2019-4-27,59,ab371c3119070a687686ee6c1e53d564,1-319b6f378a7a80a719b73dd8dcf21f40,10557
28,7,Fradique Coutinho,-23.5661,-46.6841,27,35292,55,41,24,NORMAL,25,2019-10-10,18,ab371c3119070a687686ee6c1e54b9f1,1-800ae3985b175b50e4d6eff0d06e31bd,10720
16,20,Luz,-23.5365,-46.6332,11,125049,34,23,43,NORMAL,27,2018-7-1,55,ab371c3119070a687686ee6c1e6a2f3d,1-74c6c0cbf051b2e99ba1021356cb569c,10981
17,25,Luz,-23.5365,-46.6332,43,126191,42,2,12,REABASTECER,22,2018-9-30,33,ab371c3119070a687686ee6c1ec7b0f5,1-9e5c9655abc6b0c0d10244fd2d7fd767,11070
7,25,Sé,-23.55,-46.6333,29,194174,5,55,34,REABASTECER,41,2018-7-20,61,ab4ed9527c7db920e73a300b88227b2c,1-aee388beca1fea9fa7b6138a0f1a995a,3800
39,28,Sé,-23.55,-46.6333,34,193731,10,40,10,NORMAL,20,2019-9-12,38,ab4ed9527c7db920e73a300b8862f794,1-ab38cc32d0384879416224c5f66fa6a5,4212
31,18,Sé,-23.55,-46.6333,34,192226,20,86,3,NORMAL,18,2019-9-24,19,ab4ed9527c7db920e73a300b88630f5e,1-bce9c8b8ba30a27406e9d9bdab0e0ac8,4224
35,43,Brás,-23.5451,-46.6162,9,72509,41,43,36,REABASTECER,6,2018-5-8,39,ab4ed9527c7db920e73a300b888892ca,1-05caab508bf4f6d966e00fc2347b396d,4448
34,30,Brás,-23.5451,-46.6162,10,71967,16,9,20,NORMAL,32,2018-7-23,4,ab4ed9527c7db920e73a300b889363f6,1-a3a53d1a41447f961c3da3456c39fb24,4523
19,19,Butantã,-23.5844,-46.7252,43,66053,25,6,5,NORMAL,11,2018-8-25,12,ab668795a460afc8fb68838ab8b67b0a,1-4b4bb502b8a416b6cf7ffe2e989108da,9595
15,23,Butantã,-23.5844,-46.7252,13,67219,54,79,14,NORMAL,10,2019-1-26,5,ab668795a460afc8fb68838ab8ca2dff,1-1ae76f3650dd9ac71b3ca2555f4663e9,9746
38,9,Butantã,-23.5844,-46.7252,43,67288,65,9,29,NORMAL,22,2019-2-3,28,ab668795a460afc8fb68838ab8ca3b9a,1-d64567d9a4fa2c6af3f3f8fc09505276,9753
33,20,República,-23.5436,-46.6434,10,109464,35,60,39,NORMAL,35,2019-3-9,11,ab71590f5158c1c41c28eb4ef7304749,1-b974d002d5fd23b38fd49045cf7568ab,6909
4,11,Brigadeiro,-23.5683,-46.6482,40,46944,18,22,22,REABASTECER,11,2018-7-12,65,ab74837c74c36b83e69d6644b9d28433,1-8a103008fa6adf918220ff33fc16438a,912
29,43,Brigadeiro,-23.5683,-46.6482,9,46684,33,12,29,REABASTECER,24,2019-12-12,55,ab74837c74c36b83e69d6644b9e0ad74,1-2df140040f5595c987b33deb5d903425,1422
7,43,Trianon-Masp,-23.5634,-46.6544,16,42790,47,55,40,NORMAL,23,2018-3-24,14,ab74837c74c36b83e69d6644b9e2c6d5,1-b51b127147c9992b47f32a8910f8ac2a,1524
43,7,São Joaquim,-23.5618,-46.6389,10,36177,25,58,15,NORMAL,34,2018-6-3,65,ab79684abe6285c747b574aac827c8da,1-14a17f718ef90d9ad4e1eb0e1f59fad7,12393
8,34,São Joaquim,-23.5618,-46.6389,38,33059,6,19,26,NORMAL,22,2018-12-16,11,ab79684abe6285c747b574aac8a45574,1-be70fc7a2004e26c6db93aed7f043e76,12586
43,27,São Joaquim,-23.5618,-46.6389,27,35821,14,30,14,NORMAL,33,2019-2-26,50,ab79684abe6285c747b574aac8a506bc,1-dc7ed628f18fc78a84fceb9a2d53c6d3,12656
19,14,São Joaquim,-23.5618,-46.6389,10,35251,13,57,16,NORMAL,21,2019-5-3,19,ab79684abe6285c747b574aac8a8659a,1-718f8ad154f642a41aed6b129b4e2d49,12723
29,8,São Joaquim,-23.5618,-46.6389,39,35528,33,54,18,NORMAL,43,2019-6-2,31,ab79684abe6285c747b574aac8aa6755,1-3958d2c8baddbb8edf79ba05d92f21a6,12752
27,13,São Joaquim,-23.5618,-46.6389,32,36518,6,4,34,REABASTECER,12,2019-11-18,59,ab79684abe6285c747b574aac8b09ab7,1-7e39c584a7b87df474eec262db19dc3a,12918
24,9,São Judas,-23.6255,-46.6411,32,17214,14,45,16,NORMAL,34,2018-3-7,25,ab79684abe6285c747b574aac8b762ba,1-75fda7b6ae168ba79161f5862ef9a8bb,13027
38,7,São Judas,-23.6255,-46.6411,40,16052,62,25,40,NORMAL,43,2019-1-6,40,ab79684abe6285c747b574aac8f196d5,1-77918a4071cefa63f4ed319695b782dc,13326
18,14,Sé,-23.55,-46.6333,14,193016,30,36,10,NORMAL,12,2018-10-3,46,ab9b276e46154e665214aa9d48060619,1-a93de76b8bbf13da8568737c82f28c5a,3873
5,2,Sé,-23.55,-46.6333,43,192701,11,45,43,NORMAL,6,2018-6-15,65,ab9b276e46154e665214aa9d48134b65,1-9a8cf814d5a6f11a606a93e168ef279d,3765
27,31,Sé,-23.55,-46.6333,19,192355,56,17,30,NORMAL,43,2019-5-12,32,ab9b276e46154e665214aa9d482893fd,1-1fb3aeb927262c2e71aded3f3d0bedbd,4092
9,24,Sé,-23.55,-46.6333,29,194167,11,79,27,NORMAL,39,2019-1-19,40,ab9b276e46154e665214aa9d482ac14f,1-f4b7c3c17e405a13a2c585bea19eaea0,3979
22,42,Sé,-23.55,-46.6333,43,194759,40,22,35,NORMAL,40,2019-9-6,14,ab9b276e46154e665214aa9d48330807,1-815d70a691a83b13764b86a70d16021b,4206
7,37,Brás,-23.5451,-46.6162,37,73631,23,40,43,NORMAL,15,2018-2-1,50,ab9b276e46154e665214aa9d483d5eae,1-e4cc72e438f07f3f28306db11f9d2cd1,4351
23,36,Sé,-23.55,-46.6333,14,194534,58,13,29,NORMAL,9,2019-10-19,36,ab9b276e46154e665214aa9d4846f2e3,1-bb6d4eafced4947e26242a343c6516d1,4249
11,43,Brás,-23.5451,-46.6162,41,73019,53,33,4,REABASTECER,19,2018-3-23,25,ab9b276e46154e665214aa9d4854c427,1-7bd853861f68c1fd9e6f31284d85f725,4403
21,23,Brás,-23.5451,-46.6162,43,70815,65,62,6,REABASTECER,19,2018-7-26,51,ab9b276e46154e665214aa9d4858b0b2,1-53c944ff6f29ae15ce09b47b77cb42e9,4526
5,30,Brás,-23.5451,-46.6162,6,72507,19,65,18,REABASTECER,19,2018-12-7,36,ab9b276e46154e665214aa9d4864e082,1-85da5102905601b5a0d63f66655f03dc,4657
17,27,Brás,-23.5451,-46.6162,28,71155,58,59,28,NORMAL,31,2019-7-15,37,ab9b276e46154e665214aa9d48686cbb,1-0081210c7231d6f0933db2fc57382915,4875
4,9,Brás,-23.5451,-46.6162,7,71081,16,12,23,REABASTECER,43,2019-9-13,21,ab9b276e46154e665214aa9d486a5a19,1-e5e9fce21581406ca1a6a2d6058aacc6,4933
7,35,Brás,-23.5451,-46.6162,38,72743,34,76,3,NORMAL,29,2019-3-21,46,ab9b276e46154e665214aa9d486a6913,1-b4281b52852073a7484906eaa1d394ce,4761
27,17,Brás,-23.5451,-46.6162,31,72781,34,39,43,REABASTECER,5,2019-5-7,52,ab9b276e46154e665214aa9d486a8f3a,1-4664f96195a3882c55047c85b6c2f6c4,4807
17,19,Brás,-23.5451,-46.6162,22,70560,34,38,31,NORMAL,11,2019-9-10,37,ab9b276e46154e665214aa9d487aedc0,1-f5a15f2592a2817e363429dbc7c7183d,4930
40,20,Barra Funda,-23.5542,-46.6707,10,149892,42,42,6,NORMAL,43,2018-3-24,15,ab9b276e46154e665214aa9d488c7e64,1-68d429159650d3478b053f2935c24b73,5124
6,4,Barra Funda,-23.5542,-46.6707,17,149605,24,31,30,NORMAL,27,2018-10-9,50,ab9b276e46154e665214aa9d4899ddaa,1-5602b578628ab8292dc26b74c0035d77,5319
28,16,Barra Funda,-23.5542,-46.6707,16,149175,48,79,8,NORMAL,29,2019-6-6,48,ab9b276e46154e665214aa9d489f5a0c,1-3a4bd8c9576de667a04e618e110d3b20,5556
17,36,Barra Funda,-23.5542,-46.6707,21,148215,30,19,28,NORMAL,12,2019-1-19,21,ab9b276e46154e665214aa9d48a55cf1,1-5987dd19e80034f20591481179ed47bf,5419
43,22,Barra Funda,-23.5542,-46.6707,41,149541,16,56,30,NORMAL,22,2019-9-8,11,ab9b276e46154e665214aa9d48a66ea1,1-8150be28e57fddcaac8782f575a459d4,5648
22,34,Barra Funda,-23.5542,-46.6707,22,149139,42,48,5,REABASTECER,16,2019-6-28,18,ab9b276e46154e665214aa9d48acd23c,1-84e75c03597f32c3bf42b2131e7d01b8,5578
10,19,Tatuapé,-23.5402,-46.5765,26,68568,24,86,25,REABASTECER,13,2018-1-27,2,ab9b276e46154e665214aa9d48b04aab,1-62c4835a944136703c2448306d00541c,5787
39,43,Barra Funda,-23.5542,-46.6707,19,148378,2,74,31,NORMAL,13,2019-8-28,10,ab9b276e46154e665214aa9d48b074f8,1-cb20e1e3798545ff15bb01d2792fe03b,5638
7,34,Barra Funda,-23.5542,-46.6707,17,147255,29,58,31,NORMAL,23,2019-9-17,23,ab9b276e46154e665214aa9d48b20544,1-ef15a745d67ed48e94899dabe0e0e54c,5657
30,42,Tatuapé,-23.5402,-46.5765,6,69679,60,48,6,NORMAL,29,2018-6-23,8,ab9b276e46154e665214aa9d48b7f270,1-ea29dd51b5ac3b1a690e5c763fe9999d,5933
23,26,Tatuapé,-23.5402,-46.5765,8,69855,55,86,29,NORMAL,2,2018-4-7,36,ab9b276e46154e665214aa9d48be26ef,1-d0b35c45094fc2610122069d5c1548bf,5857
11,26,Tatuapé,-23.5402,-46.5765,7,69373,28,45,25,NORMAL,33,2018-4-20,11,ab9b276e46154e665214aa9d48c185b9,1-941a51f9f7a9ce7f663179356b34c165,5870
43,21,Tatuapé,-23.5402,-46.5765,43,70192,9,9,11,NORMAL,12,2018-5-4,49,ab9b276e46154e665214aa9d48c1bbfa,1-f913e1d863e4d1af7c1f3054d3a9e739,5884
32,8,Tatuapé,-23.5402,-46.5765,43,70961,35,23,21,NORMAL,24,2018-11-19,48,ab9b276e46154e665214aa9d48c1d317,1-2d12beb0b237a561a41094f2512a7987,6079
41,35,Tatuapé,-23.5402,-46.5765,31,70683,25,33,30,NORMAL,26,2019-4-25,34,ab9b276e46154e665214aa9d48ce41aa,1-264aea54641543cb10c44b8a76ce3de6,6235
13,26,Tatuapé,-23.5402,-46.5765,24,69151,10,28,20,NORMAL,13,2018-12-24,48,ab9b276e46154e665214aa9d48cea061,1-03dc95cc47890c526fcdfd6b372da0a3,6114
39,23,Tatuapé,-23.5402,-46.5765,43,67167,10,46,35,NORMAL,22,2019-2-15,45,ab9b276e46154e665214aa9d48d356ab,1-edd7e542476ee2e4c12c051ee4aa03cf,6165
12,43,Tatuapé,-23.5402,-46.5765,21,67558,65,79,14,NORMAL,21,2019-8-25,38,ab9b276e46154e665214aa9d48d51262,1-ed3eee4ae830227ae2266671d094941e,6355
26,35,Tatuapé,-23.5402,-46.5765,40,68690,10,86,17,NORMAL,40,2019-3-23,54,ab9b276e46154e665214aa9d48d56a92,1-1069eab4d8f40bba736c93e02c3e35d7,6203
33,14,República,-23.5436,-46.6434,22,107444,36,44,36,NORMAL,27,2018-1-25,42,ab9b276e46154e665214aa9d48e6c94a,1-9853d6a8f45abd13791de5de61f6d011,6505
8,31,República,-23.5436,-46.6434,34,110566,4,86,13,REABASTECER,11,2018-1-20,8,ab9b276e46154e665214aa9d48eed730,1-e1c787c7c92869552e04972dd561d471,6500
8,32,República,-23.5436,-46.6434,43,110308,17,86,5,REABASTECER,25,2018-8-19,13,ab9b276e46154e665214aa9d48ef024a,1-a3a52108e8531379fbbc8a7c7b93134f,6709
10,16,República,-23.5436,-46.6434,16,110347,28,53,41,NORMAL,37,2018-4-30,55,ab9b276e46154e665214aa9d48efe35b,1-2afa85999f037d079cc9ea428e7d08b5,6600
33,22,República,-23.5436,-46.6434,39,107812,10,75,32,NORMAL,12,2018-9-17,29,ab9b276e46154e665214aa9d48f672f2,1-24f990b9e727bba42c32ae3b908eddda,6737
34,9,República,-23.5436,-46.6434,23,108949,56,51,17,REABASTECER,6,2019-5-11,38,ab9b276e46154e665214aa9d48fa5d0b,1-9b607e70e82f95e296d92aad9816f590,6971
13,40,República,-23.5436,-46.6434,18,108955,46,74,43,NORMAL,31,2019-5-26,61,ab9b276e46154e665214aa9d48fab9e7,1-9e2bebd35bc79ff1a5cd1fb66be614f0,6986
18,16,República,-23.5436,-46.6434,3,110130,53,12,41,NORMAL,38,2019-6-27,40,ab9b276e46154e665214aa9d48fb045a,1-1b502c7c382a8e6606bf6ed27156dcec,7017
43,33,Barra Funda,-23.5542,-46.6707,5,150723,65,3,31,REABASTECER,32,2018-6-24,29,aba02d6272a1363b1f665d11f76520a6,1-49dbec9252d0bc6def45a5cbef79e462,5214
38,25,Barra Funda,-23.5542,-46.6707,28,147715,31,10,37,REABASTECER,21,2018-8-26,1,aba02d6272a1363b1f665d11f7b1fad0,1-a0767462587e9318d8d78f072bdd5bbe,5276
21,8,Tamanduateí,-23.59290,-46.5897,28,51965,58,31,16,NORMAL,26,2019-12-22,43,abb0886279b0ba8a93214967e8537561,1-0146d94988c037a84a742db5658e805e,3592
19,4,Sé,-23.55,-46.6333,12,194090,19,86,5,REABASTECER,13,2018-6-2,17,abb0886279b0ba8a93214967e861f575,1-8f7c4467dfa89e8989fbded82ae8c740,3752
43,41,Sé,-23.55,-46.6333,29,191972,19,47,34,NORMAL,41,2018-12-5,23,abb0886279b0ba8a93214967e8791adc,1-76d5a1d25c5b9e9fc31a1f8d0421a20c,3935
17,40,Sé,-23.55,-46.6333,6,194014,54,86,22,REABASTECER,9,2019-11-1,10,abb0886279b0ba8a93214967e896418b,1-df82c56e0c39ab7e2e88ea9b99b6602c,4261
2,41,Sé,-23.55,-46.6333,8,193637,39,66,18,NORMAL,5,2019-11-13,59,abb0886279b0ba8a93214967e8cfc24f,1-a9d707e7d8da751a1e46f4d789e220e7,4273
9,42,Campo Belo,-23.6188,-46.6823,15,23532,56,51,43,REABASTECER,1,2018-9-1,38,abb5139da774c1a01e94dec98b3fe312,1-eaa8a1011a8acdb927ef4bbb78c6af1e,15361
21,37,Campo Belo,-23.6188,-46.6823,1,24400,42,76,40,REABASTECER,19,2018-10-13,20,abb5139da774c1a01e94dec98b402871,1-d2f368eb0ddf04b7b43e5874928db02d,15403
25,5,Campo Belo,-23.6188,-46.6823,43,25159,7,86,35,REABASTECER,43,2019-7-21,34,abb5139da774c1a01e94dec98b41a603,1-27d0031a332ad39da1000c46cfaebd34,15681
34,14,Campo Belo,-23.6188,-46.6823,9,23721,34,69,5,NORMAL,23,2019-8-20,27,abb5139da774c1a01e94dec98b41cac1,1-6947caa7d813651a804828159cc5ba82,15710
32,8,Eucaliptos,-23.61,-46.6686,36,22733,65,49,35,NORMAL,43,2018-1-23,53,abb5139da774c1a01e94dec98b42b7dc,1-ae54ae6d2b36f29e3ec9a99186d1bac7,15863
3,29,República,-23.5436,-46.6434,13,108189,53,53,24,REABASTECER,23,2018-12-18,32,abcda2c0d1974cf8c323a361c22577b6,1-8df2cb1c14c4b44d439e6a2b6526f53d,6828
18,26,São Judas,-23.6255,-46.6411,34,15713,25,29,18,NORMAL,37,2018-3-27,22,abe1460a67764a65caedda51a835c619,1-d04689853c10f635dfee7d3c14b423dd,13047
25,5,Pinheiros,-23.5664,-46.703,30,78293,65,35,17,REABASTECER,35,2018-4-30,26,abf9b184e69da120bf74c2a41ca3334f,1-8468c6f25589fac01e05c769a61c5e97,8760
29,23,Pinheiros,-23.5664,-46.703,24,76252,59,6,4,NORMAL,36,2018-8-19,24,abf9b184e69da120bf74c2a41ca52f27,1-9c3d8a8c15f78b02723f300ef8ff48f2,8869
11,37,Campo Belo,-23.6188,-46.6823,13,24994,45,86,2,REABASTECER,7,2018-8-19,58,abffca3c919b1364378f1ea20a0cdc18,1-ce3e762aa22e1b5be36e1315145af059,15349
2,30,Campo Belo,-23.6188,-46.6823,11,24167,56,12,18,NORMAL,36,2019-8-17,52,abffca3c919b1364378f1ea20a409591,1-2600a02cde8d472e07d89fcfbca1d4ab,15707
40,22,Sé,-23.55,-46.6333,11,192183,14,66,27,NORMAL,29,2018-11-14,31,ac0b48f0a546094ed89af5feaf38245e,1-63bbd1de5879a3a7294ed172a7f34e49,3914
4,43,Sé,-23.55,-46.6333,31,191316,29,55,36,REABASTECER,43,2018-12-4,33,ac0b48f0a546094ed89af5feaf39bbe5,1-eb572c4ae11d6d8ddc68e7bf2a63df03,3934
19,15,Fradique Coutinho,-23.5661,-46.6841,21,36480,61,60,43,NORMAL,17,2019-7-25,65,ac0d14e569cfd5f7e00f26d49559d7d6,1-12a77990976f7b335e19c0b3941af5ff,10645
33,30,Luz,-23.5365,-46.6332,7,125179,48,57,40,NORMAL,15,2018-4-8,52,ac0d14e569cfd5f7e00f26d495957c8e,1-2935b04ddf65d1ea10587c0b2d68e3d4,10898
7,16,Paraíso,-23.57677,-46.63933,29,71298,28,73,27,NORMAL,38,2019-3-23,37,ac10fce2cc0e84df99cffe93ba9b440e,1-17b51473da6ca273a60fd87167d38a92,443
8,10,Paraíso,-23.57677,-46.63933,15,72570,48,43,40,NORMAL,29,2019-7-3,60,ac10fce2cc0e84df99cffe93bac97d9b,1-d535c72ece8b7109247dc8eb6c74c7a3,543
43,10,Paraíso,-23.57677,-46.63933,33,73384,65,15,37,NORMAL,28,2019-9-19,65,ac10fce2cc0e84df99cffe93bacd1817,1-63493cb49ebfad59444ba444307efd46,619
23,38,Paraíso,-23.57677,-46.63933,31,70784,30,74,22,NORMAL,18,2019-10-27,45,ac10fce2cc0e84df99cffe93bacda8d7,1-4277542bd6d009d37520e368c9264f27,657
39,33,Pinheiros,-23.5664,-46.703,36,78026,52,86,7,NORMAL,37,2018-8-29,27,ac3f0ae501565091998c9f00fea90c4c,1-ec29f32e82ec27f60ca7fea56cda3eaa,8879
43,43,Pinheiros,-23.5664,-46.703,7,78631,53,45,3,NORMAL,37,2018-9-20,27,ac3f0ae501565091998c9f00fec4e991,1-4cdfcf63bdc364cce08aa470d1d4e2d9,8900
23,24,Pinheiros,-23.5664,-46.703,25,78624,39,86,8,NORMAL,26,2018-7-7,45,ac3f0ae501565091998c9f00fecefba9,1-c90c451ab1ed68ff787f85510c1c56e1,8827
37,23,Paraíso,-23.57677,-46.63933,25,70455,62,8,29,REABASTECER,15,2018-1-27,17,ac47366003a1e288b3598f4439daf84c,1-ceeee1426c420216a5854bca604d33b7,27
12,43,Paraíso,-23.57677,-46.63933,42,72187,27,11,25,NORMAL,1,2018-2-22,35,ac47366003a1e288b3598f4439ddbac6,1-6dd3bd65ba47739c1958875b400a71c4,52
18,6,Paraíso,-23.57677,-46.63933,43,73372,37,22,30,REABASTECER,7,2018-2-21,41,ac50863c94d2bdd120b3f7b456d6a81f,1-6d38602e93bbca018f18df783c8fa169,51
8,5,Higienópolis-Mackenzie,-23.5488,-46.6519,28,92274,57,74,13,NORMAL,10,2019-7-13,55,ac5bd8d9dc943b7c6eda3ea01d23ac23,1-6c6ab3e297b6c39a6b5c32eba8466af7,7753
43,24,Higienópolis-Mackenzie,-23.5488,-46.6519,37,89901,53,66,33,NORMAL,14,2019-9-5,16,ac5bd8d9dc943b7c6eda3ea01d52c4c6,1-c357795e0de049a2d915579e54cad2a7,7805
6,39,Higienópolis-Mackenzie,-23.5488,-46.6519,38,92700,45,78,17,NORMAL,15,2019-12-13,44,ac5bd8d9dc943b7c6eda3ea01da62a0c,1-84a28402bcd1f67a109f287baccff87c,7903
18,27,Luz,-23.5365,-46.6332,18,126637,50,10,39,REABASTECER,38,2019-5-20,48,ac5c6b60a23b592604eab560704a547c,1-1092b9aa6d04140d330ddf2e2ca486b1,11300
16,6,Luz,-23.5365,-46.6332,9,125703,37,61,40,NORMAL,39,2019-11-4,41,ac5c6b60a23b592604eab560705bfc33,1-ac79900bc34fcfb62f8d1e9afcc55a3b,11464
41,25,Ana Rosa,-23.5813,-46.6383,22,66184,5,23,12,REABASTECER,11,2019-12-29,26,ac7af5de0e3af1f67313b3413fdc4ccd,1-66063772c1ae735b65755592a0651ffc,12239
10,9,Brigadeiro,-23.5683,-46.6482,40,48054,60,78,28,NORMAL,23,2019-8-27,10,ac8798c5322f2da8a207a1a328cfd8b4,1-b7e40580ac91bd7a06b53ad60cc89a32,1317
43,34,Tatuapé,-23.5402,-46.5765,39,67249,8,86,15,REABASTECER,17,2019-12-3,24,ac8ce2921cd27b3d7e0357de740f24b2,1-425220598394fbe204e1f73da76aa74f,6453
37,39,Fradique Coutinho,-23.5661,-46.6841,13,35920,2,16,32,NORMAL,38,2019-9-15,61,ac910674d7793dabd03ea9b044c216b4,1-b1a31b77cc558f3f98f1b4a5356e0f8f,10695
18,14,Tamanduateí,-23.59290,-46.5897,32,52680,62,86,43,NORMAL,24,2019-7-8,11,ac9e027871f41621dc22a1826252d647,1-0cdb0088805b2138721d800c36155980,3428
13,43,Higienópolis-Mackenzie,-23.5488,-46.6519,38,92284,53,47,21,NORMAL,35,2019-1-21,65,acb42c5e2ca0b0ccfdc33e6669b9508a,1-e4fc6c59b7618b5869075141170dceaf,7581
41,8,Higienópolis-Mackenzie,-23.5488,-46.6519,13,93148,36,12,25,REABASTECER,11,2019-8-15,34,acb42c5e2ca0b0ccfdc33e6669fbe5f7,1-c2a4f5cac25b1ee71fc36e7302773271,7785
20,41,Consolação,-23.5581,-46.6606,25,114955,59,36,22,NORMAL,36,2018-7-17,56,acc56785cf70c7c8e428982d611367bd,1-c0d956151c92a1311aa03c8d61377ee2,2357
16,9,Tamanduateí,-23.59290,-46.5897,26,51277,11,86,43,NORMAL,43,2018-3-5,23,acc56785cf70c7c8e428982d61cbc324,1-722a1223d4334da327a7c5a6d0898c4a,2945
34,33,Pinheiros,-23.5664,-46.703,20,79874,65,42,15,NORMAL,10,2018-1-22,51,acd40fd08c3e49c96b16763ed32f8e6a,1-a72bd56e4822e54c730db7cc36418e69,8662
25,28,Pinheiros,-23.5664,-46.703,8,77770,47,10,4,REABASTECER,37,2018-1-25,31,acd40fd08c3e49c96b16763ed32f9b56,1-55967835d230a0881e59774137176c67,8665
35,26,Pinheiros,-23.5664,-46.703,30,78459,59,86,21,NORMAL,7,2018-4-7,57,acd40fd08c3e49c96b16763ed34faf50,1-a5e71318c57b2e687aaa1b8b53499eee,8737
17,22,Trianon-Masp,-23.5634,-46.6544,17,44359,61,86,27,NORMAL,27,2019-9-11,20,acd652645d75c295f884955559b17a33,1-f97caf1a5c6e1de10a89fc6ad3a21cc9,2051
37,13,Consolação,-23.5581,-46.6606,9,114227,56,70,43,NORMAL,40,2018-1-12,50,acd652645d75c295f884955559e057dc,1-fd455c431e307763dd2ffbd2b0790e25,2172
26,37,Consolação,-23.5581,-46.6606,43,115330,57,38,43,REABASTECER,3,2018-2-3,34,acd652645d75c295f884955559e2ef4f,1-cca81aac112c49b06cde28b18dfa1603,2193
6,30,Consolação,-23.5581,-46.6606,26,115544,28,50,43,NORMAL,29,2018-4-1,40,acd652645d75c295f884955559e77988,1-7026d564865b094f58303e37488dc3d9,2251
2,29,Trianon-Masp,-23.5634,-46.6544,15,43618,28,9,17,REABASTECER,23,2018-6-16,30,acd86a36fa928622e65db3ed55024417,1-9392dfc0ca3b0caeba06353b0ae23aaa,1606
40,43,Trianon-Masp,-23.5634,-46.6544,12,43592,29,6,34,REABASTECER,35,2018-12-15,26,acd86a36fa928622e65db3ed5503186c,1-0457ff93f62ebc989deaf31ffb2604a9,1785
18,13,Trianon-Masp,-23.5634,-46.6544,40,44189,57,27,11,NORMAL,23,2019-10-13,51,acd86a36fa928622e65db3ed5504189e,1-77354fb909cc38c98ae5cc84a07df994,2083
33,39,Trianon-Masp,-23.5634,-46.6544,39,42890,65,13,27,NORMAL,6,2019-12-1,56,acd86a36fa928622e65db3ed5504543e,1-206b25b03c6b23a5a6125099c7281b82,2131
13,25,Consolação,-23.5581,-46.6606,22,113343,15,21,14,NORMAL,17,2018-1-8,14,acd86a36fa928622e65db3ed55048c89,1-ff78edd62f7e1c45e332044ffb715dd0,2168
13,40,Consolação,-23.5581,-46.6606,32,113984,19,14,23,NORMAL,17,2018-1-17,5,acd86a36fa928622e65db3ed55048faa,1-8badbe7555068870ba8202c9831a8709,2177
21,14,Consolação,-23.5581,-46.6606,10,113182,25,48,9,NORMAL,41,2018-6-3,47,acd86a36fa928622e65db3ed55054538,1-b088639a115be70834ccacbfdc9c845d,2313
37,13,Consolação,-23.5581,-46.6606,39,114531,42,55,5,NORMAL,29,2018-8-13,26,acd86a36fa928622e65db3ed55058051,1-c7732f8f207c6e61786cb2f8d242a492,2383
